"Month","Year","Letter","Subject","Yes Votes","No Votes","Pass or Fail","Percent","Type Measure","By","Keyword1","Keyword2","Keyword3","Keyword4","Keyword5"
"NOV","1973","C","Hall of Justice Improvement. Bonds-Additional Courtrooms","94,574","64,822","F","0.593","B","S","Courtrooms","Hall Justice",,,
"NOV","1973","D","Runoff Election for Mayor","92,801","83,528","P","0.526","C","S","Election","Mayor","Runoff","Election",
"NOV","1973","E","Retirement Benefits, Miscellaneous Employees","89,302","87,904","P","0.504","C","S","Retirement","Benefits","Employees","Teachers",
"NOV","1973","F","City Park land to Golden Gate National Recreation Area","131,265","43,413","P","0.751","C","S","Federal Government","Park Land","G.G. NRA","National Park",
"NOV","1973","G","Residential Rehabilitation Asst-Funding for loan","103,010","67,450","P","0.604","C","S","Loans","Rehabilitate",,,
"NOV","1973","H","Fireboat Pilots & Engineers Retirement","110,348","81,150","P","0.576","C","S","Fireboat","Retirement","Pilots","Marine Eng.","Fire Department."
"NOV","1973","I","Civil Service Testing","100,754","62,044","P","0.619","C","S","Civil Service","Examination","Testing",,
"NOV","1973","J","Classroom Aides Para Professionals, Civil Service","93,020","69,319","P","0.573","C","S","Classroom Aide","School Dist.","Para Prof","Civil Service",
"NOV","1973","K","District Elections of Supervisors","61,773","112,436","F","0.355","C","I","Districts","Elections","Supervisors","Board of Sup",
"NOV","1973","L","Thirty hours work for 40 hours pay","33,429","145,146","F","0.187","C","I","Thirty hours","Pay",,,
"NOV","1973","M","Childcare","96,454","79,883","P","0.547","P","I","Childcare",,,,
"JUN","1974","A","BART- Election of Directors","94,020","58,641","P","0.616","C","S","BART Directors",,,,
"JUN","1974","B","Conflict of Interest-CCSF Officers/Employees","103,076","40,510","P","0.718","C","S","Conflict of Interest","Ethics",,,
"JUN","1974","C","Open Space, 10 cents per $100 tax","73,971","78,055","F","0.487","C","S","Open Space","Parks","Tax",,
"JUN","1974","D","City offices, open Election Day","109,252","43,171","P","0.717","C","S","Holidays","Election Day",,,
"JUN","1974","E","Retirement for those retired prior to 1972","96,714","54,116","P","0.641","C","S","Retirement",,,,
"JUN","1974","F","Firefighter list E-25","110,369","36,822","P","0.750","C","S","Fire Department","Firefighter","List E-25",,
"JUN","1974","G","Fire Department, reorganization, Commission Powers","95,536","46,552","P","0.672","C","S","Fire Department","Reorganization",,,
"JUN","1974","H","Appoint Clerk of Board, ERD, County Clerk","68,897","76,282","F","0.475","C","S","Clerk Board","Empl.Relatns","Civil Service","Appointments",
"JUN","1974","I","Motor Vehicle Fuel Revenues for mass transit public","108,073","40,020","P","0.730","P","S","Gas Tax","Transit","Mass Transit",,
"JUN","1974","J","Street Artists-Issued Police Peddler Permit","81,099","70,599","P","0.535","O","I","Street Art","Artists","Peddler Pmt",,
"NOV","1974","A","Fire Protection Bonds $4,000,000","139,987","44,169","P","0.760","O","S","Fire Department","Water Main",,,
"NOV","1974","B","Zoning Appeals - Conflict of Interest","105,177","71,163","P","0.596","C","S","Zoning","Appeals","Conflict Int","Supervisors",
"NOV","1974","C","Voters Pamphlet - Ballot Arguments, Simplification","124,674","50,525","P","0.712","C","S","Voters","Ballot Pamph","Pamphlet",,
"NOV","1974","D","Supplemental Appropriation - 2/3 vote","117,399","54,606","P","0.683","C","S","Appropriation","Votes","Supplemental",,
"NOV","1974","E","Appoint Clerk of Board; not by C.S. exam","81,891","96,047","F","0.460","C","S","Clerk Board","Civil Service","Appointment",,
"NOV","1974","F","County Clerk appointive-not by C.S. exam.","84,485","93,062","F","0.476","C","S","County Clerk","Civil Service",,,
"NOV","1974","G","Fire Department, widows pensions; married after fireman's","122,333","61,027","P","0.667","C","S","Fire Department","Windows","Retirement","Pension",
"NOV","1974","H","Police & Fire retirement allowance","97,084","81,230","P","0.544","C","S","Police & Fire","Retirement",,,
"NOV","1974","I","Employee Relations Director, CAO Appoints","89,155","85,014","P","0.512","C","S","Employ Relations","CAO","Appointment","Civil Service",
"NOV","1974","J","Open Space Park Renovation 10 cents per $100 tax","116,653","64,408","P","0.644","C","S","Open Space","Parks","Tax",,
"NOV","1974","K","Golden Gate Park structures; 2/3 vote","106,068","72,182","P","0.595","C","S","Golden Gate","Park Street",,,
"NOV","1974","L","Salary Standardization","90,520","102,228","F","0.470","C","S","Salaries","Pay","Prevail Wage","Compensation",
"NOV","1974","M","Fire and Police Retirement benefits","90,569","87,347","P","0.509","C","S","Police & Fire","Retirement","Death benefit",,
"NOV","1974","N","School Food Complex at Double Rock site, Tax","107,014","68,695","P","0.609","P","S","School Food","Double Rock","School Tax","Food, School",
"NOV","1975","A","Sewer Plant South of the Zoo","146,836","43,363","P","0.772","C","S","Sewer Plant","Zoo","Park",,
"NOV","1975","B","Rate of pay, trades & crafts","131,407","63,640","P","0.674","C","S","Repeal pay","Trades","Crafts","Pay","Street Sweep"
"NOV","1975","C","Budget Schedule and Appropriation Transfers","124,178","60,149","P","0.674","C","S","Budget","Appropriate","Transfer $",,
"NOV","1975","D","Police, Fire, Civil Service Comm., 5 members, 1 woman","96,136","91,630","P","0.512","C","S","Police Comm.","Fire Comm.","Civil Service","Women","Commissions"
"NOV","1975","E","Airport Police; Reclassify as S.F. Police Officers","44,549","143,752","F","0.237","C","S","Police","Airport",,,
"NOV","1975","F","Boards and Commissions-Votes & Rules","159,477","23,436","P","0.872","C","S","Votes","Commissions","Rules","Boards",
"NOV","1975","G","Airport Police probation - one year","93,198","90,264","P","0.508","C","S","Airport","Police","Probation",,
"NOV","1975","H","Conflict of Interest","90,953","88,595","P","0.507","C","S","Conflict of Interest",,"Ethics","Interests",
"MAR","2000","A","Recreation & Park Bonds","144,474","38,885","P","0.788","B","S","Recreation","Park","Bonds",,
"NOV","1975","I","Veteran's Preference, peacetime service","68,921","117,058","F","0.371","C","S","Veterans","Civil Service","Examinations","Peacetime",
"NOV","1975","J","Candidate petition in lieu of filing fee","129,105","53,153","P","0.708","C","S","Candidates","Filing Fee","Petition",,
"NOV","1975","K","Tax rate formula; previous year's tax rate prevails","77,492","104,471","F","0.426","C","S","Tax Rate",,,,
"NOV","1975","L","Street Artists","114,359","73,762","P","0.608","O","S","Street Art","Artists",,,
"NOV","1975","M","Street Artists Initiative","79,804","106,678","F","0.428","O","I","Street Art","Artists","Peddlers",,
"NOV","1975","N","Limitation Mayor's Power; Public Emergencies","126,538","60,989","P","0.675","C","S","Emergencies","Mayor","Board of Sup","Powers",
"NOV","1975","O","Dismiss Police & Firemen who strike","136,847","55,796","P","0.710","C","S","Police& Fire","Strikes","Dismissal",,
"NOV","1975","P","Police & Fire pay = that in cities over 350,000","129,413","64,059","P","0.669","C","S","Police & Fire","Salaries",,,
"NOV","1975","Q","Fire Department. work schedules 14 hour maximum","120,455","71,836","P","0.626","C","S","Fire Department","Work Day",,,
"NOV","1975","R","Police & Fire Departments. Binding Arbitration","71,365","120,999","F","0.371","O","M","Binding Arbitration","Arbitration","Police &Fire","Salaries",
"NOV","1975","S","Police & Fire salaries match 5 California cities","55,417","135,364","F","0.290","P","M","Police Pay","Fire Pay","Match CA cty","CA city pay",
"JUN","1976","A","Registrar of Voters in charge of elections","142,528","27,000","P","0.841","C","S","Registrar","CAO","Voting","Elections",
"JUN","1976","B","Suspension of Employees","122,323","46,174","P","0.726","C","S","Supervisor","Civil Service","Employees",,
"JUN","1976","C","Leaves, American Red Cross members","137,964","27,708","P","0.833","C","S","Red Cross","Leaves","World War II",,
"JUN","1976","D","Inspection of examination papers","116,316","47,374","P","0.711","C","S","Examination","Inspect Exam","Fees","Civil Service",
"JUN","1976","F","Appointment of Employee Relations Director by B.O.S","130,502","33,535","P","0.796","C","S","Employee Relations","ERD","Appointment","Board of Sup","CAO"
"JUN","1976","G","Police-Fire salaries","124,143","41,345","P","0.750","C","S","Police & Fire","Salaries",,,
"JUN","1976","H","Veteran's Preference in examinations","107,358","53,610","P","0.667","C","S","Veterans","Civil Service","Preference",,
"JUN","1976","I","Child Care, Continue","71,831","100,154","F","0.418","P","S","Child Care",,,,
"JUN","1976","J","Prevailing rates of wages","130,325","32,671","P","0.800","P","S","Wage Rates",,,,
"JUN","1976","L","Multi-year compensation schedules","113,943","48,477","P","0.702","C","S","Salaries",,,,
"NOV","1976","A","Sewer Revenue Bonds 1976; $240,000,000","159,231","65,231","P","0.709","B","S","Sewer Bonds",,,,
"NOV","1976","B","Disciplinary action striking employees","136,467","91,229","P","0.599","C","S","Strikers","Employees",,,
"NOV","1976","C","Hearing Officers for Employee Dismissals","170,485","47,313","P","0.783","C","S","Hearing Officer","Employees","Dismissals","Discipline",
"NOV","1976","D","Prevailing rates of wages; Bay Area Counties","139,155","80,094","P","0.635","C","S","Wages","Salaries","Bay Area","Prevail Wage",
"NOV","1976","E","Rule of 3 - Civil Service Appointments","119,293","100,041","P","0.544","C","S","Rule of 3","Civil Service",,"Three Rule",
"NOV","1976","F","Examinations for laborers","138,257","73,912","P","0.652","C","S","Laborers","Examination","Civil Service",,
"NOV","1976","G","Civil Service status for Attorneys","68,227","138,472","F","0.330","C","S","Attorneys","Civil Service",,,
"NOV","1976","H","Civil Service exempt Undersheriff","94,146","118,662","F","0.442","C","S","Undersheriff","Sheriff","Civil Service","Exempt",
"NOV","1976","I","Civil Service Exempt, Management positions","98,182","112,777","F","0.465","C","S","Contract Out","Private Cntr",,,
"NOV","1976","J","Services by private contractors","130,422","79,649","P","0.621","C","S","Contracting","Out to priv.","Companies if","Less than","CSwrkrs."
"NOV","1976","K","Art Commission membership","156,987","54,204","P","0.743","C","S","Art Commission","Commission","Dance","Theater",
"NOV","1976","L","Retirement Lower Benefits","116,229","93,644","P","0.554","C","S","Retirement","Employees",,,
"NOV","1976","M","Retirement System Amortization - 20 years","65,433","140,324","F","0.318","C","S","Retirement","Amortization",,,
"NOV","1976","N","Mayoral run off election Tuesday not Thursday","169,210","39,422","P","0.811","C","S","Election","Runoff","Mayor",,
"NOV","1976","O","Salaries decided by voters","125,143","83,769","P","0.599","C","S","Salaries","Voters","Impass",,
"NOV","1976","P","Revenue Bonds & Lease Financing decided by voters","148,727","49,047","P","0.752","C","S","Revenue Bond","Lease","Bonds","Voters",
"NOV","1976","Q","Housing Projects","130,533","68,866","P","0.655","P","S","Housing","Low Rent",,,
"NOV","1976","R","Traffic Barriers","75,314","124,376","F","0.377","P","s","Traffic","Barriers",,,
"NOV","1976","S","Yerba Buena - Convention exhibit hall","119,611","85,081","P","0.584","P","S","Convention","Center","Hotel Tax",,
"NOV","1976","T","District Elections of Supervisors","115,192","104,524","P","0.524","C","I","Districts","Supervisors","Elections",,
"AUG","1977","A","At Large Election of Supervisors","72,014","97,242","F","0.425","C","I","At Large","Supervisors","Districts","Elections",
"AUG","1977","B","At Large Election of Supervisors from Districts","62,185","112,123","F","0.357","C","I","At Large","Supervisors","Districts","Elections",
"NOV","1977","A","Park Irrigation Bonds, $9,270,000","106,889","53,384","P","0.667","B","S","Rec. & Park","Park","Irrigation",,
"NOV","1977","B","Fire Protection Bonds, $6,000,000","112,241","44,409","P","0.717","B","S","Fire Department","Fireboat","Water",,
"NOV","1977","C","Airport Revenue Bonds, $90,000,000, Renovations","81,630","78,112","F","0.511","B","S","Airport",,,,
"NOV","1977","D","Airport Revenue Bond Procedure","74,657","79,441","F","0.484","C","S","Airport","Bonds","Revenue Bond","Supervisors",
"NOV","1977","E","Duties of the Mayor - Full Time","116,216","46,326","P","0.715","C","S","Mayor","Full Time","Time",,
"NOV","1977","F","Term of Chief Administrative Officer 10 years","128,551","29,037","P","0.816","C","S","CAO","Term","Ten Years",,
"NOV","1977","G","Budget Reductions","87,016","66,748","P","0.566","C","S","Mayor","Supervisors","Budget","Employees","Compensation"
"NOV","1977","H","Dental Plan","67,985","91,048","F","0.427","C","S","Dental Plan","Employee","Health",,
"NOV","1977","I","Pension Increase, Males","89,926","65,937","P","0.577","C","S","Pension","Employees","Male","Retirement",
"NOV","1977","J","Disability Hearing Officers","62,739","89,563","F","0.412","C","S","Disability","Hearing Off","Retirement",,
"NOV","1977","K","Supervisors' Administrative Assistants","94,805","61,584","P","0.606","C","S","Admin Assistants","Supervisors","CivilService","Assistants",
"NOV","1977","L","CAO Executive Assistant","92,962","59,614","P","0.609","C","S","CAO","Executive","Assistant","CivilService",
"NOV","1977","M","Fire Department Promotional exams","92,947","62,476","P","0.598","C","S","Fire Department","Seniority","Examinations","Promotional",
"NOV","1977","N","Public Works Projects $5,000 to $10,000","103,178","51,174","P","0.668","C","S","Public Work","Contracts","Employees","Projects",
"NOV","1977","O","Contracts, Increase Amount of Progressive Payments","80,210","67,259","P","0.544","C","S","Contract","Progress Pay","Payments","Partial","Contractors"
"NOV","1977","P","Official Newspaper Advertising, 3 days a week","102,724","47,697","P","0.683","C","S","Official","Newspaper","Advertising","Notices",
"NOV","1977","Q","Electrical Worker Contract/Benefits","27,565","125,024","F","0.181","O","L","Unsettled","Electricians","Contract","Benefits","Demands"
"NOV","1977","R","Plumbers and Pipe Fitters Contract/Benefits","25,361","124,580","F","0.169","O","L","Plumbers","Unsettled","Contract","Benefits","Demands"
"NOV","1977","S","Sheet metal Workers Contract/Benefits","26,861","125,196","F","0.177","O","L","Sheet metal","Contract","Benefits","Demands","Unsettled"
"NOV","1977","U","International Hotel, Transfer to Housing Authority","52,529","107,665","F","0.328","P","s","International","Hotel","I Hotel","Housing",
"NOV","1977","V","Fleishhacker Pool Renovation","51,357","105,295","F","0.328","P","s","Fleishhacker","Pool","Renovation",,
"NOV","1977","W","Citywide Billboards Removal","67,412","88,531","F","0.432","P","s",,,,,
"JUN","1978","C","Fire Department Weekly Work Schedules 48.7 hours","99,593","60,417","P","0.622","C","S","Fire Department","Hours 48.7",,,
"JUN","1978","D","Muni Railway Work Contracts, Multi Year","101,054","59,909","P","0.628","C","S","Muni railway","Contracts","Wages","Negotiations","Multi Year"
"JUN","1978","E","Former Supervisors Health Benefits","40,262","121,423","F","0.249","C","S","Benefits","Supervisors","Health","Insurance",
"JUN","1978","F","Run-Off Elections","105,738","53,069","P","0.666","C","S","Run-Off","Election","Majority","Vote",
"JUN","1978","G","Rotation of Candidates Names on Ballot","114,933","36,703","P","0.758","C","S","Rotation","Candidates","Ballot","Supervisor","District"
"JUN","1978","H","Airport Revenue Bonds, Exempt From Voter Approval","93,941","60,354","P","0.609","C","S","Airport","Revenue","Bonds","Refunding","Voter"
"JUN","1978","I","Federally Assisted Financing, Voter Approval","49,749","99,908","F","0.332","C","S","Federal","Loans","Financing","Voter",
"JUN","1978","J","Regulation of Taxicab Permits","70,870","86,866","F","0.449","O","s","Taxicab","Permits",,,
"JUN","1978","K","Regulation of Taxicab Permits","80,570","77,481","P","0.510","O","s","Taxicab","Permits",,,
"JUN","1978","L","Charter Commissioners to be elected","81,913","69,561","P","0.541","P","s","Charter","Commissioner",,,
"NOV","1978","A","Transportation Commission, Creation of","92,865","94,042","F","0.497","C","S","Transport","Commission","PUC","Muni","PUC"
"NOV","1978","B","Civil Service Commission, Expand Powers/Duties","104,398","77,121","P","0.575","C","S","Civil Service","Commission","Promotions","Examinations","Probation"
"NOV","1978","C","Finance & Records Department, Reorganization","133,143","41,272","P","0.763","C","S","Finance","Record","Tax","Treasurer","Registrar"
"NOV","1978","D","Commission Members, Removal","72,893","107,126","F","0.405","C","S","Commission","Mayor","Removal",,
"NOV","1978","E","Leaves of Absence, Permission to Leave State","75,014","100,903","F","0.426","C","S","Leave State","Absence","Officers","State","Permission"
"NOV","1978","F","Sick Leave, Payment for Unused","105,574","77,212","P","0.578","C","S","Sick Leave","Leave","Vested Sick","Payment",
"NOV","1978","G","Eliminate Mandatory Retirement at age 65","133,762","55,956","P","0.705","C","S","Retirement","Age 65",,,
"NOV","1978","H","Printing Contracts, Prevailing Wages","59,333","119,018","F","0.333","C","S","Prevail Wage","Printing","Contracts",,
"NOV","1978","I","Leases/Contracts in excess of 10 years or $1","119,280","51,683","P","0.698","C","S","Real Property","Property","Leases","Contracts","Supervisors"
"NOV","1978","J","Street Artists, 100 More Certificates","67,896","119,315","F","0.363","O","S","Street Art","Artists",,,
"NOV","1978","K","Taxes, Business & Property Transfer, Re-enact","70,054","105,945","F","0.398","O","M","Tax","Business","Property","Transfer","Re-enact"
"NOV","1978","L","Engineers, Wages/Benefits","43,384","131,089","F","0.249","O","L","Engineers","Wages","Benefits","Contract",
"NOV","1978","M","Laborers, Wages/Benefits","56,411","115,856","F","0.327","O","L","Laborers","Wages","Benefits","Contract",
"NOV","1978","N","Glassiers, Glassworkers, Wages/Benefits","52,414","117,155","F","0.309","O","L","Glassier","Glassworkers","Wages","Benefits","Contract"
"NOV","1978","O","Bricklayers, Stonemasons, Wages/Benefits","51,894","118,101","F","0.305","O","L","Bricklayers","Stonemasons","Wages","Benefits","Contract"
"NOV","1978","P","Hod carriers, Wages/Benefits","50,112","119,867","F","0.295","O","L","Hod carriers","Wages","Benefits","Contract",
"NOV","1978","Q","Electricians, Wages/Benefits","41,287","128,846","F","0.243","O","L","Electricians","Wages","Benefits","Contract",
"NOV","1978","R","Plumbers, Wages/Benefits","37,598","132,246","F","0.221","O","L","Plumbers","Wages","Benefits","Contract",
"NOV","1978","S","Sheet Metal Workers, Wages/Benefits","42,257","127,533","F","0.249","O","L","Sheet Metal","Wages","Benefits","Contract",
"NOV","1978","U","Rent Control, Property Tax Saving","97,279","108,485","F","0.473","O","I","Rent Control","Rebate","Property Tax","Tax Saving",
"NOV","1978","V","Military Expenditures, Federal Government","108,647","70,350","P","0.607","P","I","Military","Jobs","Federal Govt",,
"NOV","1978","W","Marijuana Cease Arrest for Possession","107,561","81,169","P","0.570","P","I","Marijuana","Arrests",,,
"NOV","1978","X","Charter Revision Commission","100,107","78,247","P","0.561","P","S","Charter","Commission",,,
"NOV","1979","A","Police-Fire Collective Bargain Binding Arbitration","79,881","100,431","F","0.443","C","S","Police & Fire","Arbitration","Binding Arbi","Collective","Bargaining"
"NOV","1979","B","Civil Service Commission, Senior Executive Service","73,834","92,598","F","0.444","C","S","Civil Service","Senior Exec","Executive","Management",
"NOV","1979","C","Temporary Employees, Promotional Opportunities","126,604","42,115","P","0.750","C","S","Temporary","Promotional","Examination","Employees",
"NOV","1979","D","Public Health Director, Appoint 4 Administrators","80,158","84,758","F","0.486","C","S","Health","Administrat","CivilService","Exempt",
"NOV","1979","E","Public Works Director, Appoint 3 Dep. Directors","84,808","75,427","P","0.529","C","S","Public Works","Administratr","CivilService","Exempt",
"NOV","1979","F","Chief Adm. Officer, Confidential Secretary","82,363","78,920","P","0.511","C","S","Civil Service","Confidential","Secretary","CAO","Exempt"
"NOV","1979","G","Public Health Director, Licensed Physician","88,962","75,714","P","0.540","C","S","Health Director","Health Dir","Physician",,
"NOV","1979","H","Retirement Board, Retirement Trust Fund","134,177","25,446","P","0.841","C","S","Retirement","Trust Fund",,,
"NOV","1979","I","Retirement Board, Pension Funds","127,737","28,674","P","0.817","C","S","Retirement","Pension","Funds",,
"NOV","1979","J","Budget, Appropriation & Salary Ordinances","79,165","72,694","P","0.521","C","S","Budget","Appropriate","Ordinances","Interim Ord",
"NOV","1979","K","Budget Estimates, Change Departmental Deadlines","106,869","50,440","P","0.679","C","S","Budget","Estimates",,,
"NOV","1979","L","Utility Debt, General Obligation Bonds","103,143","52,704","P","0.662","C","S","Utility Debt","Bonds, G.O.",,,
"NOV","1979","M","Taxicab Permits, Transferrable","77,802","91,375","F","0.460","O","S","Taxicab","Permits,Taxi",,,
"NOV","1979","N","Convention Center Parking Garage, Financing","90,628","70,226","P","0.563","P","S","Parking","Convention C","Financing","Moscone Cntr",
"NOV","1979","O","Downtown Area, Lower Height Limits & FAR","82,922","99,104","F","0.456","O","I","Planning","Downtown","Height Limit","High-Rise",
"NOV","1979","P","Business Tax Increase, Larger Businesses Tax","83,478","90,050","F","0.481","O","I","Business Tax",,,,
"NOV","1979","Q","Police Department, Vice Squad, Abolish","66,859","110,417","F","0.377","O","I","Police Dept.","Vice Squad",,,
"NOV","1979","R","Rent Control Revision","76,378","112,003","F","0.405","O","I","Rent Control","Condominiums",,,
"AUG","1980","A","At Large Election of Board of Supervisors","69,654","68,048","P","0.506","C","I","At Large","Districts","Board of Sup","Supervisors","Election"
"JUN","1980","A","Housing Revenue Bond Issue, $100,000,000","120,166","46,433","P","0.721","B","S","Housing",,,,
"JUN","1980","B","Housing Revenue Bonds, authority to sell","98,777","65,538","P","0.601","C","S","Housing","Bond Process","Financing",,
"JUN","1980","C","Convention Facilities Manager","101,403","60,104","P","0.628","C","S","Brooks Hall","Civic Aud.","Moscone Ctr.","CAO","Convention"
"JUN","1980","D","Four Deputy Health Directors/Administrators","71,635","87,999","F","0.449","C","S","Health","Deputy Dir.","CivilService",,
"JUN","1980","E","Associate Administrators, General Hospital","65,920","92,165","F","0.417","C","S","Hospital","Deputy Adm","Civil Cvc","General Hosp",
"JUN","1980","F","Firefighters Work Schedules, 24 hours shifts","80,914","79,502","P","0.504","C","S","Workday","Schedules","Firefighters",,
"JUN","1980","H","Health Benefits, Temporary Employees","68,239","95,768","F","0.416","C","S","Health Svc","Benefits","Temporary","Employees",
"JUN","1980","I","Health Benefits, Board of Supervisors","76,073","86,103","F","0.469","C","S","Health Svc","Benefits","Board of Sup","Supervisors",
"JUN","1980","J","Salaries, Board of Supervisors, 25% of Mayor","64,456","101,994","F","0.387","C","S","Salaries","Supervisors","Board of Sup",,
"JUN","1980","K","Retirement Board Hearing Officers","89,048","71,388","P","0.555","C","S","Retirement","Hearing Off","Disability","Death",
"JUN","1980","L","One Cent Motor Fuel Tax","83,966","80,442","P","0.511","P","S","Gas Tax","Fuel Tax","Tax","Gasoline Tax",
"JUN","1980","M","Cable Car Fares may exceed other MUNI fares","84,201","86,058","F","0.495","C","S","Cable Cars","Fares","Muni railway","Streetcars","Buses"
"JUN","1980","N","Non-airline, 25% to General Fund","101,707","54,788","P","0.650","C","S","Airport","Revenuesine","General Fund",,
"JUN","1980","O","Hotel Occupancy Tax, 1.75% to General Fund","119,083","43,986","P","0.730","O","S","Hotel Tax","Tax","General Fund",,
"JUN","1980","Q","Payroll Expense Tax and Gross Receipts Tax","87,279","71,683","P","0.549","O","S","Payroll Tax","TaxEmployers","Business Tax","Gross Rcpts",
"JUN","1980","R","Parking Tax, change from 15% to 25%","96,540","68,849","P","0.584","O","S","Tax","Surcharge","Parking Tax","Parking Lots","Garages"
"JUN","1980","S","Business Tax, Non-profit Garage Corporations","105,679","52,833","P","0.667","O","M","Parking Tax","Garages","Non-profit",,
"JUN","1980","T","Sewer Revenue Bonds, Rescind authority","63,677","97,660","F","0.395","O","s","Sewer Bonds","Revenue Bond","Rescind Bond",,
"JUN","1980","V","Corporate Taxation big business pay 60% of taxes","69,631","102,184","F","0.405","O","I","Inflation","Business Tax","Corporate","Tax","Revenue"
"NOV","1980","A","Charter, New Proposed","93,245","108,969","F","0.461","C","C","Charter",,,,
"NOV","1980","B","Conflicts of Interest","120,413","72,866","P","0.623","C","S","Conflict of Interest","Ethics",,,
"NOV","1980","C","Fares, Municipal Railway, Supervisors may change","113,098","88,283","P","0.562","C","S","Fares","PUC","Muni railway","Supervisors",
"NOV","1980","D","Health Service System, Retirement System, Separate","116,366","78,868","P","0.596","C","S",,"Benefits","Health Svc","Retirement",
"NOV","1980","E","Salaries, Police, Fire, Reduction Protection","131,894","66,465","P","0.665","C","S","Police & Fire","Salaries",,,
"NOV","1980","F","Retirement Benefits, Police & Fire, Buy-out","131,510","65,250","P","0.668","C","S","Police & Fire",,"Buy-out","Retirement","Benefits"
"NOV","1980","G","Retirement Benefits, Police & Fire, Vesting","121,471","79,116","P","0.606","C","S","Retirement","Benefits","Police& Fire","Fire","Vesting"
"NOV","1980","H","Fire Protection Services","98,021","100,038","F","0.495","C","I","Fire","Protection","Personnel","Stations","Facilities"
"NOV","1980","I","Electrical Workers, Compensation, Benefits","47,463","137,182","F","0.257","O","L","Local 6","Electricians","Compensation","Hours","Benefits"
"NOV","1980","J","Laborers, Premium Pay, Raw Sewage","94,038","90,091","P","0.511","O","L","Laborers","Premium Pay","Pay","Raw Sewage","Sewage"
"NOV","1980","K","Housing, Residential, 20,000 Units","123,507","72,411","P","0.630","P","s","Housing","Residential","New Housing",,
"NOV","1980","L","Cost-of-Living Adjustment, Retired Employees","105,452","84,196","P","0.556","P","s","Cost Living","Retirement",,,
"NOV","1980","M","Corporate Business Tax","113,980","93,507","P","0.549","P","I","Business Tax","Corporations","Tax",,
"NOV","1980","N","Supervisors, District Elections","106,759","115,858","F","0.480","C","2","Supervisors","District","Elections",,
"NOV","1981","A","Issue Airport Rev. Bonds without voter approval.","51,475","41,086","P","0.556","C","S","Airport Comm.","Bond Airport","Revenue Bond",,
"NOV","1981","B","Cable Car Fares/Different than other Muni system","58,622","35,802","P","0.621","C","S","Cable Cars","Muni railway","PUC","Fares, Cable",
"NOV","1981","C","USD & CCD To Pay Share of Workers' Comp. Admin.","72,470","17,497","P","0.806","C","S","Workers Comp","School Dist.","Comm College",,
"NOV","1981","D","Survivor Benefits/Assassinated Elected Officials","21,960","69,669","F","0.240","C","S","Survivor","Assassinated","Benefits","Dependents","Elected Off."
"NOV","1981","E","Retirement Allowance Increase Misc. Employees","60,387","32,240","P","0.652","C","S","Employees","Retirement",,,
"NOV","1981","F","Supervisors To Negotiate Maximum Nurses' Salary","46,869","45,194","P","0.509","C","S","Nurses","Salaries","Supervisors","Negotiation","Hospitals"
"NOV","1981","H","Public Health Administrators","28,377","61,812","F","0.315","C","S","Deputy Dir.","Health","General Hosp","Hospital","CivilService"
"NOV","1981","I","Art Commission, Exec. Dir. Authority re: Personnel","23,478","65,353","F","0.264","C","S","Art Comm.","CivilService","Personnel","Appointment","Curators"
"NOV","1981","J","Sheriff Authority To Appoint/Remove Asst. Sheriff.","54,761","34,395","P","0.614","C","S","Sheriff","Asst Sheriff","Appointment","CivilService",
"NOV","1981","K","Tax Rate Computation To Conform w/State Formula","60,387","27,244","P","0.689","C","S","Property Tax","Assessed Val","Tax Rate",,
"JUN","1992","A","Golden Gate Park Improvement Bonds","120,197","44,904","P","0.728","B","S","Park","Golden Gate",,,
"NOV","1981","L","Change Purchasing Limit From $2,000 to $15,000","54,420","33,963","P","0.616","C","S","Purchasing","CAO Approval","Public Works","Contracts",
"NOV","1981","M","Construction Contracts; Approval of Modifications","56,195","31,693","P","0.639","C","S","Construction","Contract","Dept Heads",,
"NOV","1981","N","Closed Negotiations Sessions by Committee","20,674","68,863","F","0.231","C","S","Negotiations","Committees.","Commissions","Labor Negot.","Closed Sess."
"NOV","1981","O","Board Presidency Term To Coincide w/Sup. Terms","33,825","54,913","F","0.381","C","S","Board of Sup","Board Pres.","Supervisors","Election","President"
"NOV","1981","P","Repeal Taxicab Initiative Ordinance","20,434","70,934","F","0.224","O","s","Taxicab","Taxi Permits","Police Comm.","Repeal Ord.","Board of Sup"
"NOV","1981","Q","Salary Dispute-Electricians","16,829","70,911","F","0.192","O","s","Electricians","Salary","Contract","IBEW, Local6","Compensation"
"JUN","1982","A","Tax Anticipation Notes by State Law or Ordinance","92,020","49,889","P","0.648","C","S","Tax Antic","Borrowing","Notes Tax","Tax Notes",
"JUN","1982","B","Mail-in Ballots/ Municipal Elections","43,639","103,853","F","0.296","C","S","Voting","Mall Ballots","Ballots","Elections",
"JUN","1982","C","Employee Dental Plan","60,257","88,380","F","0.405","C","S","Dental Plan","Benefits",,,
"JUN","1982","D","Surviving Spouse Health Benefits","68,198","75,191","F","0.476","C","S","Benefits","Health Svc","Spouse","Surviving","Death"
"JUN","1982","E","Surviving Spouse Retirement Benefits","54,500","90,694","F","0.375","C","S","Benefits","Spouse","Retirement","Surviving","Death"
"JUN","1982","F","Retirement System Administrative Changes","95,166","36,758","P","0.721","C","S","Actuarial","Retirement",,,
